City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,gurgentepe,40.7883,37.6017,-5.06,86,100,3.5,TR,1675832086
365,puerto el triunfo,13.2833,-88.55,24.57,66,3,1.6,SV,1675832087
366,aksarka,66.5606,67.7975,-13.83,94,100,9.35,RU,1675832087
367,pacific grove,36.6177,-121.9166,10.82,88,0,2.57,US,1675832088
368,asau,46.4333,26.4,-6.49,96,99,2.29,RO,1675832088
369,uaua,-9.8414,-39.4817,20.93,74,99,4.8,BR,1675832089
370,lorengau,-2.0226,147.2712,26.04,90,100,8.07,PG,1675832089
371,puerto lleras,3.0223,-73.4044,24.51,59,57,0.83,CO,1675832090
372,antsohihy,-14.8796,47.9875,25.33,88,68,1.19,MG,1675832090
373,guymon,36.6828,-101.4816,3.0,48,100,2.06,US,1675832090
374,kaputa,-8.4689,29.6619,19.51,83,100,1.9,ZM,1675832091
375,kapuskasing,49.4169,-82.4331,-11.95,79,75,2.57,CA,1675832092
376,gwembe,-16.4975,27.6069,17.18,94,94,1.66,ZM,1675832092
377,san cristobal,7.7669,-72.225,20.1,79,14,0.68,VE,1675832092
378,galveston,29.3669,-94.9669,20.66,91,100,6.17,US,1675832093
379,dodge city,37.7528,-100.0171,2.34,69,0,1.54,US,1675831895
380,copiapo,-27.3667,-70.3333,16.83,63,47,0.62,CL,1675832093
381,deputatskiy,69.3,139.9,-41.84,98,50,1.68,RU,1675832094
382,belyy yar,53.6039,91.3903,-13.06,85,100,0.0,RU,1675832094
383,chama,47.1821,8.4636,-1.77,84,100,2.57,CH,1675832095
384,miraflores,19.2167,-98.8083,16.68,57,0,1.2,MX,1675832095
385,nantucket,41.2835,-70.0995,3.08,87,100,5.66,US,1675832096
386,grand gaube,-20.0064,57.6608,27.22,78,30,3.13,MU,1675832096
387,zheleznodorozhnyy,55.7503,38.0042,-6.25,94,68,2.93,RU,1675832096
388,arman,59.7,150.1667,-21.66,82,30,2.92,RU,1675832097
389,marawi,7.9986,124.2928,25.81,61,78,3.65,PH,1675832097
390,geelong,-38.1471,144.3607,23.58,61,61,6.17,AU,1675832098
391,flinders,-34.5833,150.8552,22.32,90,100,1.79,AU,1675832098
392,suleja,9.1758,7.1808,21.55,20,75,2.57,NG,1675832099
393,vila,42.0304,-8.1588,3.49,80,72,3.81,PT,1675832099
394,richards bay,-28.783,32.0377,23.54,91,46,3.87,ZA,1675832100
395,nagato,34.3833,131.2,10.88,51,7,5.52,JP,1675832100
396,lisburn,54.5234,-6.0353,7.69,89,100,5.14,GB,1675832101
397,iguape,-24.7081,-47.5553,22.6,90,70,1.01,BR,1675832101
398,lasa,46.6166,10.7002,-5.54,77,35,0.48,IT,1675831903
399,bubaque,11.2833,-15.8333,24.08,59,5,4.86,GW,1675832103
400,cassilandia,-19.1133,-51.7342,20.57,93,98,0.44,BR,1675832105
401,whitefish,48.4111,-114.3376,3.36,90,100,2.57,US,1675831853
402,labuan,5.2767,115.2417,29.2,74,20,3.09,MY,1675832109
403,kangaatsiaq,68.3065,-53.4641,-27.79,90,98,1.94,GL,1675832110
404,amahai,-3.3333,128.9167,29.64,65,98,2.29,ID,1675832111
405,sulangan,11.1373,123.7228,26.75,75,100,5.55,PH,1675832113
406,araouane,18.9048,-3.5265,17.8,21,1,5.42,ML,1675832115
407,baruun-urt,46.6806,113.2792,-12.51,74,3,4.74,MN,1675832116
408,abu samrah,35.3029,37.1841,2.23,78,49,0.72,SY,1675832118
409,kaitangata,-46.2817,169.8464,14.39,52,22,6.54,NZ,1675832119
410,tura,25.5198,90.2201,24.55,30,82,1.46,IN,1675832121
411,jaggayyapeta,16.9,80.1,29.48,45,37,1.74,IN,1675832122
412,kavaratti,10.5669,72.642,26.79,71,95,5.77,IN,1675832122
413,tela,15.7833,-87.45,22.26,92,26,1.53,HN,1675832123
414,klaksvik,62.2266,-6.589,7.5,85,100,25.6,FO,1675832124
415,karratha,-20.7377,116.8463,35.32,39,42,7.33,AU,1675832125
416,shimsk,58.212,30.7127,-3.98,89,100,5.08,RU,1675832129
417,bosaso,11.2842,49.1816,23.99,88,40,2.06,SO,1675832130
418,necochea,-38.5473,-58.7368,22.09,75,11,5.92,AR,1675831968
419,salinopolis,-0.6136,-47.3561,25.35,87,100,3.68,BR,1675832132
420,sosnogorsk,63.6023,53.8817,-6.63,94,100,4.0,RU,1675832133
421,inirida,3.8653,-67.9239,22.69,96,86,0.53,CO,1675832134
422,kristiinankaupunki,62.2743,21.376,-0.5,98,100,3.44,FI,1675832135
423,dwarka,22.2394,68.9678,23.8,51,23,4.15,IN,1675832135
424,bhanpuri,21.1,80.9167,27.43,20,0,2.82,IN,1675832059
425,sechura,-5.5569,-80.8222,24.45,75,77,4.09,PE,1675832136
426,hohhot,40.8106,111.6522,2.16,25,0,3.0,CN,1675832136
427,ocampo,21.65,-101.5,11.48,33,71,2.3,MX,1675832137
428,marzuq,14.4,46.4667,21.51,35,26,2.22,YE,1675832137
429,biarritz,43.4801,-1.5556,4.85,100,2,2.06,FR,1675832137
430,gondanglegi,-7.7479,112.0132,28.91,76,98,2.79,ID,1675832138
431,chicama,-7.8447,-79.1469,21.3,76,60,1.77,PE,1675832138
432,almenara,-16.1836,-40.6944,20.55,97,18,0.68,BR,1675832139
433,challans,46.8436,-1.8749,1.11,86,8,4.35,FR,1675832139
434,vidim,56.4088,103.1106,-10.72,93,100,2.91,RU,1675832139
435,leshukonskoye,64.8989,45.7622,0.89,99,100,3.93,RU,1675832140
436,cockburn town,21.4612,-71.1419,25.51,73,1,10.26,TC,1675832140
437,korla,41.7597,86.1469,1.2,74,11,2.51,CN,1675832141
438,xichang,27.8964,102.2634,16.19,37,0,1.8,CN,1675831982
439,severnoye,56.3491,78.3619,-17.51,96,92,2.21,RU,1675832141
440,vallenar,-28.5708,-70.7581,21.9,58,38,1.29,CL,1675831897
441,samarai,-10.6167,150.6667,27.31,82,100,7.89,PG,1675832142
442,gaogou,34.0175,119.1886,11.44,43,100,5.62,CN,1675832142
443,leh,34.1667,77.5833,-13.48,62,25,0.47,IN,1675832142
444,san fernando,15.0286,120.6898,30.85,49,99,7.14,PH,1675832143
445,kiunga,-6.1219,141.2906,27.94,82,81,2.53,PG,1675832143
446,byron bay,-28.65,153.6167,28.86,56,90,4.77,AU,1675832134
447,qaqortoq,60.7167,-46.0333,-24.85,67,22,4.11,GL,1675832144
448,zhangjiakou,40.81,114.8794,-0.47,32,34,1.1,CN,1675832144
449,sorland,67.667,12.6934,6.92,89,100,22.67,NO,1675832040
450,goderich,43.7501,-81.7165,2.18,87,98,4.12,CA,1675832116
451,general roca,-39.0333,-67.5833,22.57,26,1,5.49,AR,1675832145
452,fortuna,40.5982,-124.1573,8.51,89,40,0.0,US,1675832145
453,batemans bay,-35.7167,150.1833,21.72,80,100,0.63,AU,1675832071
454,malinovoye ozero,51.6753,79.7825,-14.43,93,98,1.6,RU,1675832146
455,amot,59.5714,7.9877,-1.16,93,100,1.21,NO,1675832146
456,gold coast,-28.0,153.4333,30.69,59,42,7.2,AU,1675832147
457,wajir,1.7471,40.0573,23.98,73,0,2.57,KE,1675832147
458,ikom,5.9667,8.7063,22.24,98,28,0.43,NG,1675832147
459,puerto colombia,10.9878,-74.9547,26.05,79,1,13.73,CO,1675832148
460,nome,64.5011,-165.4064,-23.83,84,0,0.0,US,1675832148
461,dekalb,33.7504,-84.2333,11.26,72,0,0.0,US,1675832149
462,ust-ilimsk,58.0006,102.6619,-9.79,92,100,2.74,RU,1675832149
463,xudat,41.631,48.681,1.71,76,100,5.12,AZ,1675832150
464,tabuk,17.4189,121.4443,27.2,75,70,1.56,PH,1675832150
465,stornoway,58.2093,-6.3865,7.98,79,100,17.49,GB,1675832151
466,boyolangu,-8.1181,111.8935,26.57,80,100,0.67,ID,1675832151
467,nelson bay,-32.7167,152.15,28.03,68,33,7.6,AU,1675832066
468,marsa matruh,31.3525,27.2453,7.11,93,75,2.57,EG,1675832151
469,olinda,-8.0089,-34.8553,23.85,73,20,0.0,BR,1675832152
470,riyadh,24.6877,46.7219,12.08,38,16,2.59,SA,1675832006
471,vikhorevka,56.1201,101.1636,-15.23,91,100,1.47,RU,1675832152
472,otjimbingwe,-22.35,16.1333,20.18,73,62,1.36,NA,1675832153
473,rochegda,62.8,43.25,-0.89,98,100,3.8,RU,1675832153
474,huarmey,-10.0681,-78.1522,22.3,83,11,2.36,PE,1675832108
475,namibe,-15.1961,12.1522,20.56,78,96,2.6,AO,1675832154
476,pichucalco,17.5167,-93.0667,20.94,82,0,1.6,MX,1675832154
477,jieshi,22.8134,115.8257,20.08,72,47,10.27,CN,1675832155
478,coahuayana,18.7333,-103.6833,20.94,94,16,1.53,MX,1675832155
479,colchester,51.8892,0.9042,-2.61,81,31,1.34,GB,1675832155
480,vestmannaeyjar,63.4427,-20.2734,0.07,59,100,16.51,IS,1675831936
481,barstow,34.8986,-117.0228,7.55,36,27,0.64,US,1675832156
482,muros,42.7762,-9.0603,4.49,83,24,6.88,ES,1675832156
483,inuvik,68.3499,-133.7218,-29.52,76,100,1.54,CA,1675832157
484,townsville,-19.25,146.8,31.49,62,75,5.66,AU,1675832157
485,miles city,46.4083,-105.8406,3.54,65,0,4.12,US,1675832158
486,bakel,14.905,-12.4568,22.65,17,54,4.34,SN,1675832158
487,chipinge,-20.1883,32.6236,20.13,74,90,0.96,ZW,1675832158
488,san patricio,28.017,-97.5169,22.05,93,94,4.51,US,1675832159
489,moerai,-22.4333,-151.3333,26.26,78,46,5.38,PF,1675832159
490,tongzi,28.7829,105.0877,12.69,72,100,0.61,CN,1675832160
491,taguatinga,-12.3857,-46.5711,24.02,66,76,0.95,BR,1675832160
492,vianopolis,-16.7419,-48.5164,18.16,91,88,1.17,BR,1675831991
493,dudinka,69.4058,86.1778,-25.05,100,95,2.43,RU,1675831948
494,flin flon,54.7682,-101.865,-7.37,92,27,3.28,CA,1675832161
495,sheregesh,52.9209,87.9869,-6.6,92,100,1.56,RU,1675832161
496,iranshahr,27.2025,60.6848,16.19,39,0,3.09,IR,1675832161
497,hongjiang,27.11,109.9956,9.98,91,100,0.7,CN,1675832162
498,oga,46.4631,10.347,-6.84,98,49,0.98,IT,1675832162
499,jalu,29.0331,21.5482,8.51,62,83,2.46,LY,1675832163
500,chara,56.9064,118.2631,-18.49,71,74,1.29,RU,1675832163
501,port-gentil,-0.7193,8.7815,27.06,81,92,4.95,GA,1675832164
502,kanganpur,30.7663,74.1231,19.49,24,43,2.66,PK,1675832164
503,camopi,3.1655,-52.3158,21.9,100,99,0.8,GF,1675832164
504,novaya zaimka,56.4857,66.9241,-22.37,100,100,1.56,RU,1675832165
505,fuling,29.7022,107.3919,10.87,82,100,0.81,CN,1675832166
506,high level,58.5169,-117.136,-1.94,59,0,2.06,CA,1675832166
507,morant bay,17.8815,-76.4093,25.79,83,17,4.31,JM,1675832166
508,booue,-0.0921,11.9385,22.24,97,87,0.78,GA,1675832167
509,arraial do cabo,-22.9661,-42.0278,23.59,92,100,1.8,BR,1675832168
510,lodingen,68.414,15.9951,5.08,82,100,13.65,NO,1675832168
511,shu,43.5983,73.7614,0.36,74,100,1.37,KZ,1675832168
512,coutances,49.05,-1.4333,-1.02,75,48,2.11,FR,1675832169
513,leningradskaya,46.3214,39.3877,-8.38,73,100,7.7,RU,1675832169
514,taganak,6.0833,118.3,27.08,77,100,2.26,PH,1675832170
515,kenai,60.5544,-151.2583,-3.81,81,100,7.72,US,1675832170
516,mayahi,13.9553,7.6712,17.49,23,59,4.72,NE,1675832170
517,warrnambool,-38.3833,142.4833,18.33,66,63,5.68,AU,1675832078
518,eureka,40.8021,-124.1637,8.71,91,93,1.27,US,1675832097
519,ugoofaaru,5.6667,73.0,27.08,68,28,3.44,MV,1675832171
520,port hedland,-20.3167,118.5667,35.03,46,45,5.66,AU,1675832172
521,thyboron,56.6985,8.2124,4.52,95,84,6.12,DK,1675832172
522,anadyr,64.75,177.4833,-32.72,75,0,4.0,RU,1675832172
523,matamoros,25.5333,-103.25,17.84,29,66,0.73,MX,1675832173
524,la macarena,2.1837,-73.7849,22.8,65,21,0.99,CO,1675832173
525,santo augusto,-27.8508,-53.7772,19.65,40,3,3.34,BR,1675832174
526,cayenne,4.9333,-52.3333,25.02,94,100,2.06,GF,1675831911
527,ailigandi,9.2333,-78.0167,25.59,88,76,6.8,PA,1675832174
528,altay,47.8667,88.1167,-4.76,70,100,1.24,CN,1675832175
529,san carlos de bariloche,-41.1456,-71.3082,13.47,62,0,2.06,AR,1675832175
530,svetlaya,46.5389,138.3297,-7.24,44,35,5.76,RU,1675832100
531,le port,-20.9373,55.2919,29.0,70,81,2.24,RE,1675831939
532,manuk mangkaw,4.8,119.85,26.44,75,100,5.03,PH,1675832176
533,tuy hoa,13.0833,109.3,26.67,76,38,3.28,VN,1675832176
534,fairbanks,64.8378,-147.7164,-14.0,81,100,1.54,US,1675832022
535,milledgeville,33.0801,-83.2321,13.6,93,0,0.0,US,1675832177
536,singapore,1.2897,103.8501,33.97,64,75,6.17,SG,1675832177
537,mount gambier,-37.8333,140.7667,22.48,48,11,5.68,AU,1675832177
538,hamilton,39.1834,-84.5333,10.35,87,100,2.57,US,1675832178
539,conceicao do araguaia,-8.2578,-49.2647,22.32,95,90,1.26,BR,1675832178
540,ryomgard,56.3843,10.503,2.07,98,40,2.68,DK,1675832178
541,porbandar,21.6422,69.6093,25.08,44,20,3.43,IN,1675832179
542,bitung,1.4451,125.1824,24.47,85,100,3.2,ID,1675832179
543,wagar,16.1525,36.2032,18.41,72,17,7.69,SD,1675832180
544,ixtapa,20.7,-105.2,17.92,73,1,1.22,MX,1675832180
545,kapoeta,4.7717,33.5903,27.17,30,53,0.96,SS,1675832181
546,nyuksenitsa,60.4128,44.2397,-5.76,93,100,4.38,RU,1675832181
547,westport,41.1415,-73.3579,4.75,86,100,2.06,US,1675832049
548,isangel,-19.55,169.2667,27.18,78,96,1.87,VU,1675831967
549,calvinia,-31.4707,19.776,18.34,71,50,4.02,ZA,1675832182
550,rey bouba,8.6724,14.1786,20.74,21,9,0.48,CM,1675832182
551,los gatos,37.2266,-121.9747,11.16,76,0,3.6,US,1675832183
552,acarau,-2.8856,-40.12,25.04,83,100,3.94,BR,1675832183
553,uporovo,56.3109,66.2693,-22.43,100,100,1.33,RU,1675832184
554,andenes,69.3143,16.1194,5.52,75,40,14.92,NO,1675832184
555,suez,29.9737,32.5263,8.35,68,7,0.95,EG,1675832185
556,berlevag,70.8578,29.0864,0.97,64,20,13.38,NO,1675831914
557,mount isa,-20.7333,139.5,34.87,43,75,3.09,AU,1675832185
558,caxias,38.7031,-9.2767,10.26,72,75,2.68,PT,1675832186
559,ostersund,63.1792,14.6357,0.25,86,65,4.63,SE,1675832186
560,indianola,41.3581,-93.5574,0.89,70,0,0.89,US,1675832187
